project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,cumulative_distance,sv_comp_overall_score
luigi,26,Module,AvgSbst,1,1,1,16.666666666666664,-1,1.0,1,0.011627906976744186,,
luigi,28,Module,AvgSbst,0,0,1,33.33333333333333,-1,1.0,1,0.013513513513513514,,
luigi,29,Module,AvgSbst,1,1,1,19.565217391304348,-1,1.0,1,0.013513513513513514,,
luigi,30,Module,AvgSbst,0,1,1,1.3050570962479608,-1,2.0,1,0.02702702702702703,,
luigi,31,Module,AvgSbst,0,0,1,0.2890173410404624,-1,1.0,1,0.013513513513513514,,
luigi,32,Module,AvgSbst,1,0,0,0.0,-1,1.0,1,0.013513513513513514,,
pandas,2,Module,AvgSbst,1,1,1,0.6765899864682002,-1,1.5,1,0.00641025641025641,,
pandas,12,Module,AvgSbst,1,0,1,0.1620745542949757,-1,9.0,1,0.03879310344827586,,
pandas,23,Module,AvgSbst,1,0,0,0.0,-1,1.5,1,0.006493506493506494,,
pandas,43,Module,AvgSbst,0,1,1,0.23134759976865238,-1,11.0,1,0.048458149779735685,,
pandas,54,Module,AvgSbst,0,1,0,0.0,-1,1.0,1,0.004405286343612335,,
pandas,56,Module,AvgSbst,0,0,0,0.0,-1,15.0,1,0.06607929515418502,,
pandas,68,Module,AvgSbst,1,0,0,0.0,-1,3.0,1,0.01327433628318584,,
pandas,72,Module,AvgSbst,1,1,1,1.6006739679865205,-1,1.0,1,0.004424778761061947,,
pandas,74,Module,AvgSbst,0,1,1,0.3546099290780142,-1,4.0,1,0.017699115044247787,,
pandas,77,Module,AvgSbst,1,0,0,0.0,-1,2.5,1,0.011061946902654867,,
pandas,81,Module,AvgSbst,1,1,1,2.1505376344086025,-1,6.0,1,0.02654867256637168,,
pandas,84,Module,AvgSbst,1,0,0,0.0,-1,2.0,1,0.008928571428571428,,
pandas,116,Module,AvgSbst,1,0,0,0.0,-1,6.5,1,0.02968036529680365,,
pandas,137,Module,AvgSbst,1,1,1,0.1282051282051282,-1,1.0,1,0.004545454545454545,,
pandas,141,Module,AvgSbst,1,0,1,6.2645011600928076,-1,5.0,1,0.0228310502283105,,
pandas,143,Module,AvgSbst,1,1,1,0.49261083743842365,-1,7.0,1,0.0319634703196347,,
pandas,146,Module,AvgSbst,1,1,1,19.047619047619047,-1,1.0,1,0.004651162790697674,,
pandas,168,Module,AvgSbst,1,1,0,0.0,-1,1.0,1,0.004761904761904762,,
